gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,1,0,0.07848631967265152,1,1,0,0,0,0,0,0,1,0.5692975477121587,0.055081307114713374,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.8895993141670767,1,1,0,1,1,0,1,1,1,0.9486339687324742,0.8333623279729627,0,1,0,0,1,0,1,0,0,0,1.0
0,0,1,1,0.28800001888677224,1,1,0,0,1,0,1,1,0,0.8429916518357369,0.25927700921559454,0,1,0,1,0,0,0,0,0,0,1.0
0,0,1,1,0.16882873085056632,0,0,0,1,0,0,0,0,0,0.15203659450080212,0.05582138071039937,1,0,0,1,0,0,0,0,0,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26714900412661313,0.0030346728496105026,1,0,0,1,0,0,0,0,0,1,1.0
1,0,1,1,0.3660876672086357,0,0,0,0,0,0,1,1,0,0.37215430775837377,0.17393243490148175,1,0,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.6101555322677779,1,0,1,1,1,0,0,0,0,0.5341006331108419,0.36928773731735864,1,0,0,0,1,0,0,1,0,0,1.0
0,0,0,0,0.08590222116816564,1,0,0,0,1,0,1,1,1,0.759949467415373,0.07486313468928417,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.7451685222057595,0,0,0,1,0,0,0,0,1,0.28437512262798914,0.2979322846034253,1,0,0,1,0,0,0,0,1,0,1.0
0,1,1,0,0.8788427882507064,1,1,0,0,1,0,1,1,1,0.8195197440751664,0.7354688183140994,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.16317789929573068,0,0,1,1,0,0,1,1,1,0.5394995533550181,0.09777897251001544,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.5586339492673651,0.006415037145323124,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.03435971550056963,1,0,0,0,0,0,1,0,1,0.6067493595486089,0.02687240166912706,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.3446632665505063,0.003933609310907672,1,0,0,1,0,0,0,0,0,1,1.0
0,0,1,1,0.056323237128097975,1,0,0,0,0,0,0,0,1,0.32524836436670207,0.029322958875149706,1,0,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.8025422776226897,1,1,0,0,1,0,1,1,1,0.8347939889860069,0.6770483456591236,0,1,0,1,0,0,0,1,0,0,1.0
0,0,1,0,0.2135006282502761,1,1,0,0,1,0,1,1,1,0.8216781584816286,0.1786556247516156,0,1,0,1,0,0,0,1,0,0,1.0
1,0,1,1,0.5570036032160888,1,0,0,1,0,0,0,0,1,0.6569421541692682,0.4144223942281482,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.07237425784830301,0,0,0,0,0,0,0,0,0,0.06543574864203001,0.013388191104532883,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.03439882214305942,1,0,0,0,0,1,0,0,1,0.46411604527876626,0.02056318851307506,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.01758373309434296,1,0,0,0,0,0,0,0,0,0.5114427860696518,0.01672870487824733,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,1,0.17338103170094263,1,0,0,0,0,0,1,1,1,0.718197677605133,0.13434235891516638,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,1,0.10213392810684087,1,0,0,0,0,0,0,0,1,0.5729561374055004,0.0684448590464699,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.06982721916520178,1,0,0,0,0,0,1,0,1,0.49516465643695995,0.04191611946181759,1,0,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.2166458356371419,1,1,0,1,0,0,0,0,1,0.6380649077358254,0.14707287507167505,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.020737285187320983,1,1,0,0,0,0,0,0,1,0.3187467005575868,0.012100409576872632,1,0,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.22745294406251107,1,1,0,1,0,0,1,1,0,0.814442113861968,0.19914760580984264,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.26940463454375924,1,1,0,1,0,0,0,0,1,0.614014806546296,0.18246209770073832,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0.6066093735765662,0.006971410344385518,0,1,0,1,0,0,0,0,1,0,1.0
1,1,0,0,0.4864170659497176,1,1,0,1,0,0,0,0,1,0.6090924907166604,0.3281159179205124,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.24498398756864348,1,1,0,0,0,0,1,0,1,0.671722165471548,0.18421395707634283,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.5750027187806267,1,1,0,1,1,0,1,1,1,0.8645518065780361,0.4998399965581888,0,1,0,0,1,0,0,0,0,0,1.0
0,0,1,1,0.23456771179049848,1,0,0,0,0,0,0,0,1,0.2839001298467184,0.1035317421109076,0,0,0,1,0,0,0,0,1,0,1.0
0,1,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,1,0.5158124713028936,0.03592244164008837,0,1,0,1,0,0,0,0,0,1,1.0
0,1,1,0,0.742866393581225,1,1,1,1,0,0,0,1,1,0.7748023001055205,0.5979849178698828,0,1,0,0,0,0,0,1,0,0,1.0
0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5697093587519816,0.0065434791777722314,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.06190333395053943,1,0,1,0,1,1,0,1,1,0.7837401127578664,0.057020158785224796,0,1,0,1,0,0,1,0,0,0,1.0
0,1,1,0,0.6280570407612849,1,1,0,1,0,0,0,1,0,0.7032375767665363,0.4726613628038632,0,1,0,0,0,0,0,0,0,0,1.0
0,0,1,0,0.1040164933372204,0,0,0,0,0,0,1,0,0,0.21860318128218756,0.033007567583819106,1,0,0,1,0,0,0,0,0,1,1.0
1,0,0,0,0.09343642571228129,1,0,0,0,0,1,0,0,1,0.4065225838991674,0.049227928296204815,1,0,0,1,0,0,0,0,0,1,1.0
1,1,0,0,0.2360280239764746,1,0,0,1,0,0,0,0,1,0.5523065914245745,0.14373551589991856,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,1,0.6427477539678,1,0,0,0,0,0,1,0,0,0.6565199255101851,0.46447376376612337,0,1,0,1,0,0,0,0,1,0,1.0
1,1,0,0,0.051997222557152195,1,1,0,0,0,0,0,1,1,0.6599924966761518,0.045808480206481914,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27263681592039796,0.0030983152550196165,1,0,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.007178435563351026,1,1,0,0,0,0,0,0,1,0.5923290806593021,0.011684296092180656,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.2276006225075061,1,0,0,0,0,0,0,0,1,0.35597705459894424,0.10657252629279862,1,0,0,1,0,0,0,1,0,0,1.0
1,1,0,0,0.45345861585534336,1,1,0,1,0,1,1,0,1,0.9152724587233602,0.4210144032616532,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.13735537918682508,1,0,0,0,0,0,0,0,0,0.2709562679109731,0.05139385309842064,1,0,0,1,0,0,1,0,0,0,1.0
1,0,1,0,0.3891309086289495,1,0,0,1,0,0,0,1,0,0.6601946341457309,0.26924371444278755,0,1,0,1,0,0,0,0,0,0,1.0
1,0,0,0,0.0930616599923921,1,1,0,1,0,0,0,0,0,0.6065928582170242,0.06952293412753549,0,1,0,1,0,0,1,0,0,0,1.0
1,1,0,0,0.003532157892727915,0,0,0,0,0,0,0,0,0,0.06927899662208141,0.0014988840125584172,1,0,0,1,0,0,0,0,1,0,1.0
0,1,0,0,0.15222553500304903,1,0,0,0,0,0,0,1,1,0.6383660474851192,0.1060920478256918,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.011122060942336351,1,0,0,0,0,0,0,0,1,0.5109856531141381,0.012174958796950817,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.031301961803004506,1,0,0,0,0,0,0,0,0,0.5598407973642471,0.024579333807126513,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.8999805577650416,1,1,0,1,0,0,1,0,1,0.8298128256707326,0.7608322969810005,0,1,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.22256148553858274,1,1,0,0,0,0,0,0,1,0.3206680601021047,0.08954741615701084,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.6932218290232168,1,1,0,1,1,0,1,1,1,0.8911932272860906,0.6121704346605805,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.5231183174933243,1,1,0,1,0,0,0,0,1,0.6454821410563031,0.3669267245950677,0,1,0,1,0,0,1,0,0,0,1.0
1,0,1,1,0.36597665341669805,1,0,0,0,0,0,0,1,0,0.6286653890823922,0.2473773236413111,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.661876007259417,1,1,0,1,0,1,1,1,0,0.8891867342779475,0.5871264707448691,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.02058204050418841,0.00017522444849653088,0,0,1,1,0,0,0,0,0,1,1.0
1,1,0,0,0.00890704613373929,1,0,0,0,0,0,0,0,1,0.535569737263413,0.009486160996871874,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.46222911885985624,1,0,0,0,1,1,0,0,1,0.6359965013526827,0.32063166995706915,0,1,0,0,0,0,0,0,1,0,1.0
0,1,1,0,0.39288961941841993,1,1,0,0,1,0,0,0,1,0.6388602480563917,0.2619069077827218,0,1,0,1,0,0,1,0,0,0,1.0
0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.544324665347323,0.006249091722525498,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.2637586930811156,0.006898385918218404,1,0,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.607289147015379,1,1,0,1,0,0,1,1,1,0.8243052677067138,0.5340016294066169,0,1,0,1,0,0,0,0,0,0,1.0
0,0,0,0,0.11049003719760749,1,0,0,0,0,0,1,1,1,0.7069436687779131,0.08648584768203879,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.6763755910234052,1,0,0,0,1,0,1,0,1,0.7256174449113235,0.5330151452506843,0,1,0,0,1,0,0,0,1,0,1.0
0,1,0,0,0.33571448789154185,1,1,0,1,0,0,1,0,1,0.7281610793679724,0.2558772457612427,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.014165598066340067,1,0,0,0,0,1,0,0,0,0.3661462389543874,0.009722063601762757,1,0,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.5511731300617061,1,1,0,1,0,0,1,1,1,0.8264123689002922,0.47458277359968964,0,1,0,1,0,0,0,0,1,0,1.0
0,1,0,0,0.12755082643354354,1,0,0,1,0,0,0,0,1,0.5641342309781361,0.08434779244609254,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.07268820934091838,1,0,0,0,0,0,0,1,1,0.6154237096542685,0.05500262833251649,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.701156969205289,1,1,0,1,0,0,0,0,1,0.6203926475395405,0.4625143514309984,0,1,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.004091063161885606,0,0,0,0,0,0,0,0,0,0.06965174129353235,0.0013082254531051806,1,0,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.2310281475374482,1,1,0,0,0,0,0,1,1,0.6697093243754149,0.16948738620699327,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.44493379054164744,1,1,0,0,1,0,1,1,1,0.8153330356930776,0.38169817114685983,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.24926140672601696,1,1,0,1,0,0,0,0,1,0.6296015816529461,0.1834923659160128,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.2471407005255024,1,0,1,0,0,0,1,1,0,0.828685813484417,0.20048238708406896,0,1,0,0,0,0,0,0,0,1,1.0
0,0,0,0,0.0322524065317664,1,0,0,0,0,0,1,0,1,0.6217285604368983,0.029120209182736438,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,1,0.14378570896596055,1,0,0,0,0,0,1,1,0,0.7689601078145721,0.11352193260913705,0,1,0,1,0,0,0,0,0,1,1.0
1,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0.667155103928829,0.007673561959940841,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5059947235211979,0.005804577626803645,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.23887491063776206,1,1,0,0,0,1,1,1,1,0.8350397887712823,0.21215843194553624,0,1,0,1,0,0,0,0,0,1,1.0
1,0,0,0,0.009717804507779487,1,0,0,0,0,0,1,1,0,0.718373187880519,0.014461771742679954,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.557849835237026,0.006405943738901583,0,1,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.03338369276413529,1,1,0,0,0,0,0,0,1,0.5647850707195866,0.028136526579939956,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.2744999570032391,0.0075283637558406285,1,0,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.344470465321192,1,1,0,0,0,0,0,1,1,0.6583204718195628,0.24475509926348094,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.22131943700637735,1,1,0,0,0,0,1,1,1,0.7591997613852433,0.18482929765569334,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.00549657449833247,1,0,0,0,0,0,1,1,1,0.7112366414758186,0.011688352259659434,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.633389712030634,0.007281983159367496,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.7190927101331417,1,0,1,0,1,0,0,0,0,0.41870370236719134,0.3632898189100274,1,0,0,0,1,0,0,1,0,0,1.0
1,0,0,0,0.8840315628416308,1,1,0,1,1,0,1,1,1,0.8691413007269606,0.7871525311485462,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.001842504165409509,1,1,0,0,0,0,0,1,1,0.6793185007219259,0.009013960673254133,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.5606720155918417,1,1,1,0,1,0,1,1,1,0.8719956712782395,0.4916581267678483,0,1,0,1,0,0,0,0,0,0,1.0
0,0,0,0,0.045778860006674915,1,0,0,0,1,0,1,1,1,0.7678476883589634,0.0441267072508106,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.838125061913313,1,1,0,1,0,0,1,0,1,0.7544799005744509,0.6434093476450912,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5225727450169908,0.005996833703462679,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.060978892804199714,1,1,0,0,0,0,0,1,1,0.669624535340811,0.05029369747256647,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.2632057272907817,0.008645650394920906,1,0,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.006649666108897125,1,0,0,0,0,0,0,1,0,0.6163754488399829,0.011372267704258334,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,0.09034607435100851,1,0,0,0,0,0,0,0,0,0.37216368185262405,0.04664133159659075,1,0,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.2055067435098744,1,1,0,0,0,0,0,0,0,0.5683429660414181,0.136338229699402,0,1,0,1,0,0,1,0,0,0,1.0
1,0,1,0,0.5028325945804962,1,1,0,1,1,0,1,1,1,0.864508916600951,0.4519544517387242,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.16550473798884535,1,1,1,0,0,0,0,0,1,0.6054549279600006,0.10841967510077803,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.8344223971780397,1,1,0,1,1,0,1,1,1,0.9062274277884373,0.7571707427875345,0,1,0,0,1,0,0,0,1,0,1.0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.013660176231058398,9.495127062328289e-05,0,0,1,1,0,0,0,0,0,1,1.0
1,1,0,0,0.1680813751469107,1,1,0,1,0,0,0,1,0,0.7118842879237663,0.13908804837192984,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.05575016662368351,1,0,0,0,0,0,0,0,0,0.5146147480236151,0.035691041883029906,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.3637900213523246,1,0,0,0,0,0,1,1,1,0.7301953907792055,0.27186756987751426,0,1,0,0,1,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2560261175392652,0.0029056802230205576,1,0,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.041209121875813846,0,0,0,0,0,0,0,0,1,0.07404852969042325,0.009494717104880828,1,0,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.04208477051329245,1,0,0,0,0,0,0,0,1,0.5238388711169684,0.029224459834236854,0,1,0,1,0,0,1,0,0,0,1.0
1,0,1,0,0.34937227997988063,1,1,0,0,0,0,0,0,1,0.5735624057932867,0.21701805930359488,0,1,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.1686672825229107,1,0,0,0,1,0,1,1,1,0.790616018442504,0.13521502596022386,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.5863052010460468,0,0,0,0,0,0,1,0,1,0.30337005117620414,0.23449089068573375,1,0,0,1,0,0,1,0,0,0,1.0
0,0,0,0,0.056484656110171234,1,0,0,0,0,0,0,0,1,0.27488484840926175,0.02648145904197293,1,0,0,1,0,0,1,0,0,0,1.0
1,0,1,0,0.14084507042253522,1,1,0,0,0,0,1,1,1,0.7633009751017428,0.12188573173006176,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,1,0.0955823871345198,1,1,0,0,0,0,0,0,0,0.24685430634118882,0.031198446937047944,0,0,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.013068863744361569,1,0,0,0,0,0,0,0,1,0.567408428084707,0.018669511367003316,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.02734476547194796,1,0,1,1,0,0,0,0,0,0.3901751484289606,0.01897768801246076,1,0,0,1,0,0,0,0,0,1,1.0
0,0,0,0,0.11131802884154055,1,1,0,0,0,0,0,1,1,0.6655160941116347,0.08327005671726197,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.04070745171900167,1,0,0,0,0,0,0,1,1,0.6125371331612887,0.033400237960396,0,1,0,1,0,0,0,0,1,0,1.0
1,0,1,0,0.8865170266292808,1,1,0,1,1,0,1,1,1,0.842473683553464,0.7428751112694957,0,1,0,0,0,0,0,1,0,0,1.0
0,0,1,0,0.5103607539151566,1,1,0,1,0,0,1,1,1,0.8088857407153118,0.43241835020028063,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.12319650593369572,1,0,0,0,0,1,0,0,0,0.3800399366718412,0.06903789252116845,1,0,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.2415630747794277,1,0,0,0,0,0,1,1,1,0.7583334179642305,0.18565690532781665,0,1,0,1,0,0,1,0,0,0,1.0
0,0,0,0,0.6030306260894965,1,0,1,0,1,0,0,1,0,0.486301977225978,0.3367705157457752,1,0,0,0,1,0,0,1,0,0,1.0
0,0,1,0,0.7196610942660309,0,0,0,0,1,0,1,1,1,0.429308442748137,0.363680969638849,1,0,0,0,1,0,0,0,1,0,1.0
1,0,0,0,0.003292364687395003,1,0,0,0,0,0,1,1,1,0.7575568055464056,0.010820542697628235,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.02542762604507856,1,1,0,0,0,0,0,0,1,0.5478492869320631,0.020122021776800572,0,1,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.0,1,1,0,0,1,0,1,1,1,0.8164224620592262,0.00940462236752276,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.06842534131720315,0,0,0,0,0,0,1,1,0,0.26778760253620437,0.030205097340635097,1,0,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.311288430066794,1,0,0,0,0,0,1,1,1,0.7598060185975342,0.23391576130472688,0,1,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.1899706449111613,1,0,0,0,0,0,1,1,1,0.7154662969988966,0.14582853520939823,0,1,0,1,0,0,1,0,0,0,1.0
1,0,0,0,0.02816901408450704,0,0,0,0,0,0,0,0,0,0.16062477560825955,0.009934180908337392,1,0,0,1,0,0,0,0,0,0,1.0
0,0,1,1,0.303021460549498,1,1,0,1,0,0,1,1,0,0.856850174441822,0.2643995519055792,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.17585683224453258,1,1,0,0,0,0,0,0,1,0.5633472174171691,0.11726017665700239,0,1,0,1,0,0,0,0,0,1,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26947069312541577,0.003061597583556922,1,0,0,1,0,0,0,0,0,1,1.0
0,0,1,0,0.9844778195371664,1,1,0,0,0,0,1,1,0,0.7554183496433976,0.7609662831693855,0,1,0,0,0,1,1,0,0,0,1.0
0,0,0,0,0.0254466897863225,1,0,0,0,0,0,0,0,0,0.34138517552741987,0.017999478212287173,1,0,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.017422259512435697,1,0,0,0,0,0,0,0,0,0.013786537948332735,0.0025964170071321826,0,0,1,1,0,0,0,0,1,0,1.0
0,0,1,0,0.44422815481091205,1,1,0,0,1,0,1,0,0,0.7193026083034836,0.3376502837362339,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.12906038614628026,0,0,0,0,0,0,0,0,1,0.05654008243853671,0.026100222738086307,1,0,0,1,0,0,0,0,1,0,1.0
1,1,1,0,0.26134834011652586,1,1,0,0,0,0,1,1,1,0.7832130304944157,0.21297795830702548,0,1,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.6615330566924605,1,1,0,1,1,1,1,0,1,0.90620831536446,0.5996826538661107,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6136176765085496,0.007052685955355323,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5106446321399309,0.005858502830609631,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.411295360540583,1,1,0,1,0,0,1,1,1,0.8107443078623071,0.3403655833583974,0,1,0,1,0,0,0,0,1,0,1.0
1,1,0,0,0.031163074351756095,1,0,0,0,0,0,1,0,1,0.6185666007057026,0.025841532040677028,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.013338993858798628,1,1,0,0,0,0,0,0,1,0.5709919432601043,0.016476016902647675,0,1,0,1,0,0,0,0,1,0,1.0
1,1,0,0,0.0694278422198755,1,0,0,0,0,0,0,0,0,0.11838865309563598,0.015012065932867186,0,0,0,1,0,0,0,0,1,0,1.0
0,0,1,0,0.31002259149780176,1,1,0,0,0,0,0,0,1,0.5870440912184972,0.20707747430820012,0,1,0,1,0,0,1,0,0,0,1.0
0,0,0,0,0.35868388978912186,1,1,0,1,0,1,0,1,1,0.7528402656651887,0.27705872447574004,0,1,0,1,0,0,0,0,1,0,1.0
1,1,0,0,0.02980058730994937,0,0,0,0,0,0,0,0,0,0.0719646833426377,0.007158686969596204,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.12138340077501819,1,0,0,0,0,0,0,1,1,0.620897190362521,0.0848681375089667,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.07625988422598168,1,0,0,0,0,0,0,0,0,0.2937139060671769,0.03417500529522341,1,0,0,1,0,0,0,0,0,1,1.0
1,0,0,0,0.4042781074105656,1,1,0,1,0,0,1,0,1,0.7448426018529298,0.3042320303993131,0,1,0,1,0,0,0,1,0,0,1.0
1,0,1,1,0.30962770842471404,0,0,1,0,1,0,1,1,1,0.38820013268684067,0.15112280343417558,1,0,0,0,0,0,0,0,0,0,1.0
1,0,0,0,0.4780572541195998,1,0,0,0,1,1,0,1,1,0.6903636731639263,0.3429393455433468,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.014495869293371726,1,0,0,0,0,0,0,0,1,0.5145745551286638,0.014197351492743735,0,1,0,1,0,0,0,0,0,1,1.0
1,1,0,0,0.06758789847806743,1,1,0,0,0,0,1,1,1,0.7584485457153293,0.06007648573023874,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.11232918609088685,1,0,0,0,0,0,0,0,1,0.5570080861538358,0.07143018675725463,0,1,0,1,0,0,0,1,0,0,1.0
0,0,0,0,0.1845113153780572,1,1,0,0,0,0,1,1,1,0.7565808240062052,0.15051901894248848,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2726372309839583,0.0030983200685307886,1,0,0,1,0,0,0,0,0,1,1.0
1,1,0,0,0.0005074504622257225,0,0,0,0,0,0,0,0,1,0.06945357413585126,0.0009079160979598988,1,0,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.30219174923372,1,1,0,1,0,0,1,0,1,0.7179943413060974,0.23879105778353485,0,1,0,1,0,0,0,1,0,0,1.0
1,0,0,0,0.40795314871999355,1,0,0,1,0,0,0,0,1,0.561947599080168,0.2506869865262721,0,1,0,1,0,0,0,0,1,0,1.0
1,0,0,0,0.15641380910885164,1,1,0,0,0,0,1,1,0,0.786897571971728,0.13774646110899755,0,1,0,1,0,0,1,0,0,0,1.0
0,0,1,0,0.7432699356155023,1,1,0,0,0,0,1,1,1,0.5169149089385405,0.42514755801217124,1,0,0,0,1,0,0,0,0,0,1.0
1,0,1,0,0.22865806474504854,1,1,0,0,0,0,0,0,1,0.5665731199658773,0.143076890832266,0,1,0,1,0,0,0,1,0,0,1.0
0,1,0,0,0.09879770160501836,1,1,0,0,0,0,1,1,1,0.768515953815223,0.08252570927679327,0,1,0,1,0,0,1,0,0,0,1.0
1,1,0,0,0.18597007755271683,1,1,0,0,0,0,1,1,1,0.769569591818998,0.1601726497198989,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.011596519963435623,7.101895411092544e-05,0,0,1,1,0,0,0,0,0,1,1.0
0,1,0,0,0.2123712167993571,1,1,0,0,0,0,1,1,1,0.767406103737025,0.17375847016301588,0,1,0,1,0,0,0,0,1,0,1.0
0,0,0,0,0.6259811277547286,1,1,0,1,1,0,1,1,1,0.8727295557545535,0.5661844003032208,0,1,0,1,0,0,0,0,1,0,1.0
0,1,1,0,0.22892511221787848,1,0,0,0,1,0,1,1,1,0.7693605700312771,0.1835857241543697,0,1,0,1,0,0,0,0,1,0,1.0
0,1,0,0,0.11267605633802817,1,1,0,0,0,0,0,1,1,0.658746378085081,0.08647347103209037,0,1,0,1,0,0,0,0,1,0,1.0
